1,207,47,171,96,176,310,4,69,155,144
2,8,462,171,37,140,407,371,330,345,219
3,457,28,183,100,357,294,117,370,444,11
4,371,50,366,343,47,455,97,111,150,178
5,406,399,91,62,293,177,235,125,226,233
6,140,87,272,161,85,248,34,2,346,377
7,24,162,441,467,304,5,220,411,174,171
8,285,34,234,53,405,196,236,217,27,74
9,100,237,453,104,264,93,470,363,16,252
10,455,459,100,237,442,5,15,323,115,304
11,373,70,289,98,105,308,202,60,134,318
12,64,256,302,244,353,377,188,355,75,326
13,166,102,421,419,277,271,152,482,79,4
14,127,106,331,183,123,246,395,223,403,281
15,308,307,269,223,166,113,26,210,329,239
16,254,444,92,278,60,132,201,189,379,373
17,233,335,74,463,69,436,248,371,59,31
18,383,228,379,232,279,76,427,174,480,223
19,181,231,22,347,314,265,16,373,472,177
20,482,393,434,240,234,183,111,380,312,422
21,495,287,427,209,490,58,174,317,23,472
22,359,91,155,188,27,265,198,276,30,429
23,138,195,276,106,123,180,186,347,58,467
24,338,315,32,454,265,384,375,140,235,400
25,496,5,315,187,177,280,84,247,460,193
26,472,323,103,334,272,217,311,202,388,408
27,83,258,5,257,459,487,220,17,228,76
28,46,252,200,162,237,293,17,54,245,235
29,283,1,251,344,230,439,465,57,369,355
30,400,217,97,272,445,365,467,412,346,89
31,204,278,152,483,218,30,145,402,486,135
32,287,372,429,487,479,113,101,456,106,375
33,189,451,278,265,443,137,257,19,12,344
34,401,119,94,463,412,197,357,130,154,470
35,283,324,17,75,179,26,464,306,291,442
36,353,92,495,277,387,397,219,220,492,395
37,88,23,35,21,455,234,338,377,224,98
38,75,232,30,368,167,221,454,155,264,288
39,67,166,1,413,108,284,142,416,125,168
40,472,312,460,87,343,16,120,172,119,68
41,17,384,421,100,379,201,483,212,335,25
42,419,217,296,155,182,251,279,68,450,156
43,77,317,413,499,353,304,485,302,234,305
44,197,343,255,321,401,476,73,389,184,64
45,121,126,220,35,138,441,395,295,150,215
46,22,186,74,308,188,101,496,42,237,336
47,171,443,105,57,385,187,282,455,241,387
48,293,466,372,370,153,331,202,139,161,464
49,357,461,374,24,141,369,445,295,470,195
50,92,455,333,494,60,436,395,49,439,318
51,41,474,84,281,72,393,427,198,165,127
52,110,50,81,28,170,278,447,140,131,179
53,483,356,62,382,74,428,285,112,107,343
54,240,207,289,191,182,83,479,167,176,275
55,73,167,429,277,202,300,373,40,457,59
56,306,143,460,499,496,491,208,283,148,343
57,147,158,208,289,151,496,90,113,182,168
58,241,151,121,209,24,133,189,211,430,164
59,263,429,164,433,389,180,11,423,195,293
60,275,468,100,404,345,225,75,343,378,82
61,151,457,51,106,116,245,212,363,328,339
62,95,206,294,11,405,93,407,94,116,353
63,1,128,242,318,120,182,75,69,236,375
64,319,392,374,147,95,102,303,179,290,453
65,39,143,352,89,494,411,464,456,0,270
66,393,413,48,103,125,472,360,53,320,99
67,337,207,81,446,200,356,417,342,483,477
68,39,234,307,423,359,290,146,168,455,353
69,326,162,31,167,115,217,351,270,10,227
70,431,0,20,131,393,384,168,355,208,219
71,395,177,280,112,36,306,30,343,215,421
72,71,463,80,289,376,113,200,478,84,177
73,499,214,374,465,28,491,448,386,460,471
74,34,303,175,384,338,351,55,401,37,83
75,491,247,61,202,100,214,432,12,44,227
76,80,356,26,351,287,87,3,201,295,214
77,402,396,439,325,324,193,375,463,374,434
78,34,333,496,141,483,350,110,332,439,106
79,185,17,293,472,388,30,255,66,208,73
80,61,372,192,446,41,50,437,173,95,310
81,106,266,339,181,235,14,153,376,458,221
82,104,27,297,467,137,406,338,300,74,115
83,306,406,255,387,401,257,270,206,292,466
84,491,338,3,64,92,395,143,185,46,462
85,10,61,317,453,273,222,287,411,118,63
86,353,123,286,220,277,346,273,10,158,347
87,46,192,357,427,317,233,303,177,417,351
88,263,489,422,256,46,312,14,442,122,394
89,394,451,389,125,289,41,137,357,430,483
90,302,335,76,217,306,219,141,46,428,40
91,160,308,55,4,185,106,7,471,162,194
92,280,117,329,51,124,304,48,379,199,320
93,195,278,132,222,325,455,477,201,123,396
94,492,57,259,413,494,63,221,486,332,152
95,229,460,450,97,303,160,52,92,336,207
96,348,351,306,473,290,72,389,36,478,314
97,329,107,208,225,467,187,476,52,267,127
98,256,58,30,208,94,113,159,102,315,16
99,375,101,1,435,264,136,210,76,288,79
100,476,322,129,280,353,334,121,149,342,206
101,308,446,63,437,277,98,375,218,56,85
102,154,236,207,498,352,99,499,20,155,427
103,448,140,474,99,168,92,179,410,298,105
104,1,215,298,185,216,230,237,337,369,249
105,19,171,494,448,68,416,418,309,69,290
106,417,386,479,496,42,210,276,200,27,286
107,43,142,466,277,71,108,234,444,402,300
108,325,469,305,317,353,135,50,423,452,282
109,303,61,78,354,48,238,247,126,49,148
110,320,257,167,424,286,300,301,229,322,59
111,34,481,21,173,144,325,211,5,420,357
112,417,459,25,329,256,480,82,103,43,452
113,87,187,37,98,481,288,152,434,485,189
114,156,197,36,182,329,478,168,261,138,320
115,186,345,51,426,356,390,205,22,180,357
116,497,462,356,144,418,408,24,60,57,498
117,302,172,50,203,479,115,71,321,61,484
118,357,433,410,103,324,132,45,485,419,55
119,442,456,343,388,291,293,434,193,488,189
120,241,448,418,305,76,240,67,243,465,213
121,446,21,449,52,220,486,36,332,405,98
122,366,250,437,95,362,267,383,140,452,122
123,71,188,267,97,72,411,125,174,480,348
124,314,36,139,461,244,67,332,422,460,78
125,19,421,305,259,254,270,15,164,250,193
126,44,38,132,153,267,249,485,67,29,334
127,388,390,487,398,15,406,104,391,128,317
128,495,127,435,447,283,123,308,191,247,315
129,342,497,21,335,429,305,153,369,320,352
130,45,462,349,133,468,52,281,319,420,24
131,430,90,244,180,44,101,114,308,369,288
132,121,88,208,284,32,87,181,273,250,245
133,491,265,277,308,389,359,72,267,24,230
134,213,235,50,65,435,171,140,82,324,72
135,222,379,0,58,295,344,419,384,359,425
136,491,307,12,48,176,183,21,72,321,208
137,285,101,105,205,461,430,16,293,61,155
138,90,476,190,202,280,376,213,319,210,238
139,350,379,473,66,492,256,207,333,18,85
140,255,250,453,39,405,1,159,431,465,484
141,14,15,297,290,346,103,453,318,236,375
142,135,178,304,272,286,298,371,424,362,140
143,110,162,375,15,66,176,430,185,338,481
144,342,32,235,218,95,184,158,59,395,303
145,370,41,355,124,111,449,308,248,490,285
146,265,188,424,471,57,392,196,157,332,118
147,475,345,399,44,407,449,300,286,371,292
148,285,326,286,396,153,238,107,470,64,171
149,135,73,265,161,399,209,47,317,431,498
150,165,63,2,118,37,247,256,125,284,153
151,107,117,164,85,292,470,477,369,275,344
152,192,160,18,454,215,138,440,285,88,450
153,489,315,204,74,427,197,389,56,264,112
154,387,164,471,112,226,154,219,1,16,374
155,439,202,270,338,149,173,277,93,300,269
156,37,280,335,190,71,290,391,184,371,241
157,141,452,340,390,182,380,193,259,419,280
158,308,476,155,191,86,286,37,299,346,442
159,44,295,433,243,180,464,320,362,461,231
160,205,89,469,387,364,43,381,94,212,423
161,175,412,221,257,419,235,92,392,452,10
162,297,265,84,440,478,143,211,179,22,125
163,30,384,157,255,152,205,472,359,235,409
164,292,422,3,164,473,1,315,437,263,233
165,332,166,303,304,186,454,359,31,131,369
166,473,264,198,418,304,225,187,394,339,183
167,308,21,114,24,343,18,354,107,292,290
168,141,268,290,164,33,361,381,469,292,282
169,242,135,447,467,451,248,391,482,64,86
170,34,97,144,60,152,326,427,280,335,470
171,389,306,258,233,29,69,418,365,301,158
172,238,269,263,22,182,244,472,247,274,131
173,178,421,196,202,129,320,429,366,233,300
174,346,234,477,157,382,202,422,423,360,393
175,368,168,470,132,275,399,157,231,312,413
176,185,452,285,96,309,490,288,127,415,403
177,189,417,282,233,357,401,389,405,232,145
178,354,328,233,187,456,407,103,226,42,311
179,1,259,377,228,423,303,290,161,484,391
180,491,285,136,390,298,32,232,413,228,342
181,240,36,93,92,416,103,482,10,173,163
182,90,237,480,416,115,292,467,439,219,102
183,173,495,331,475,208,442,131,420,434,112
184,427,67,286,429,387,469,13,243,183,356
185,427,24,42,179,232,196,106,152,448,169
186,145,423,112,32,28,13,150,89,267,144
187,200,3,59,411,451,55,225,395,336,489
188,300,60,352,486,270,243,414,175,147,384
189,198,432,274,93,214,227,219,87,110,447
190,376,29,244,407,113,230,198,170,370,162
191,403,365,364,98,323,420,161,334,303,353
192,206,45,368,210,446,321,392,209,39,146
193,267,497,436,386,237,78,171,193,284,228
194,170,71,45,179,124,22,338,496,292,122
195,442,468,404,388,87,272,443,115,381,117
196,461,241,310,177,117,395,290,133,293,140
197,184,219,297,92,242,438,420,380,393,109
198,14,206,362,496,250,236,117,125,207,299
199,124,298,162,49,335,113,261,339,82,276
200,311,121,442,456,458,85,465,241,251,111
201,189,390,402,452,335,240,123,322,49,131
202,304,400,181,493,411,38,268,294,207,36
203,484,392,400,24,184,266,416,301,455,4
204,218,268,13,420,262,478,99,248,377,183
205,122,121,162,289,483,331,182,229,480,279
206,45,351,134,53,397,126,162,228,11,221
207,340,466,173,333,135,262,41,145,424,235
208,444,412,420,488,13,375,204,17,466,84
209,410,159,459,255,161,393,454,85,148,429
210,204,61,497,378,473,298,450,425,360,314
211,277,420,385,221,447,148,367,212,470,403
212,292,66,237,133,374,453,131,456,101,134
213,339,57,294,190,415,214,255,409,250,266
214,422,349,263,499,338,395,391,426,8,114
215,200,418,473,181,469,471,482,346,44,424
216,182,52,5,31,266,123,168,417,208,117
217,304,179,278,95,146,366,237,469,34,176
218,73,299,90,311,465,34,429,436,97,320
219,33,71,444,431,2,348,351,227,172,161
220,388,293,348,87,459,199,103,105,187,135
221,384,75,417,181,433,127,228,265,271,261
222,243,360,29,351,281,419,76,14,94,420
223,56,122,146,310,175,178,232,383,10,148
224,227,415,92,351,338,393,218,472,41,118
225,441,153,245,235,157,479,309,403,375,146
226,345,319,149,340,280,271,454,207,122,75
227,37,120,177,406,432,196,213,236,294,427
228,376,166,259,460,264,365,168,0,41,91
229,84,418,279,161,39,251,10,206,495,17
230,384,119,176,348,463,307,169,285,131,223
231,192,115,441,459,422,7,362,451,25,40
232,453,159,372,488,251,199,188,412,324,396
233,250,233,348,63,331,180,15,54,362,345
234,324,104,281,416,369,110,377,392,441,18
235,146,408,474,167,140,44,410,433,471,361
236,109,335,25,487,240,137,481,319,56,161
237,288,424,228,8,310,76,240,94,349,152
238,437,260,489,270,377,203,29,483,143,381
239,490,30,185,318,259,309,305,421,4,312
240,452,481,220,131,355,316,40,27,278,419
