1,1952,735,2329,37,96,2223,2613,2729,46,2130
2,2381,2033,708,2386,2166,943,1903,2814,1981,3036
3,2154,441,1497,1527,2398,2340,2261,2508,1077,1462
4,2507,472,881,60,3276,2943,751,1312,3273,1067
5,2264,269,2904,1551,585,2954,2167,2006,1929,59
6,1070,1982,2213,1845,2541,3386,1989,1839,1127,2853
7,2058,889,1678,229,2980,2536,3031,1845,3070,2808
8,1360,2231,44,1237,717,2435,1334,1685,1364,2100
9,1717,1495,2512,1603,658,1125,1119,1016,1126,2386
10,641,71,1326,2609,3173,1342,396,808,1219,2205
11,165,657,1031,99,812,3305,217,3262,857,172
12,803,89,70,1133,2713,1476,3237,1093,138,1326
13,463,985,152,2883,205,2110,1851,43,2106,2926
14,2538,481,792,2963,3048,373,660,2124,283,2441
15,115,266,189,3050,1977,780,1792,154,929,3307
16,3298,3121,2613,519,1092,4,3209,2007,776,846
17,2856,1265,2859,1480,259,1987,952,2892,2457,2360
18,1616,2237,817,2007,1284,1078,1807,34,2138,1723
19,2477,3328,3179,495,240,2926,601,2999,825,873
20,217,1036,2228,3242,1920,28,2636,3005,3123,95
21,2360,2933,2682,2141,2311,2122,2591,3140,231,1419
22,942,1070,222,2100,2689,2390,1714,1903,3022,386
23,20,63,3370,3349,1493,2998,624,1313,1171,1734
24,1859,3314,2524,2144,522,647,766,2742,1562,818
25,2737,3359,2792,60,459,127,2021,1438,2122,2200
26,1172,3022,2869,1748,1375,1367,2515,2546,1002,871
27,2976,1083,2711,1274,2262,230,3335,1422,1104,1917
28,980,445,611,1705,2270,2848,249,1536,1713,1301
29,146,260,2722,2989,1924,1646,2092,2160,106,2486
30,1051,2181,1384,2049,631,2191,196,1005,3201,947
31,2361,1544,399,288,1297,569,206,2450,850,2587
32,1932,1650,74,2490,1827,892,1563,2239,3097,1043
33,3311,138,1666,309,1611,391,1765,1529,2702,2215
34,1629,1233,816,717,305,825,1460,2389,2165,1973
35,2650,1871,157,2217,2497,1110,61,1570,2434,593
36,2131,219,2358,1229,570,1960,1825,1512,1008,652
37,511,1299,3125,1203,820,124,1242,517,2187,1251
38,1914,698,2090,1755,3246,261,1415,373,1112,2277
39,2117,2586,1236,658,528,2322,1950,2549,2307,1155
40,2729,3098,2443,766,603,476,403,513,2158,933
41,1118,100,434,1865,3376,941,1041,2757,1883,166
42,753,1190,748,208,1159,793,101,1966,2878,1724
43,2468,2309,980,2955,3122,1248,1856,1112,1582,2741
44,1778,1302,582,2896,1393,842,2849,2538,3168,1713
45,768,1921,2837,1727,1850,1437,1935,2501,762,619
46,326,1693,1868,1847,30,222,3116,434,2033,1359
47,13,912,1637,2365,579,346,3125,67,2223,1557
48,1979,2669,2317,515,857,2294,3301,2532,1317,1492
49,3289,2485,1002,2460,1976,1321,673,527,1035,2951
50,2517,2114,260,2255,787,2716,2466,1984,649,2980
51,2870,3288,2311,846,505,1331,564,90,3264,1731
52,1059,2845,2907,2980,104,3195,678,876,768,3155
53,1172,401,1251,3192,1842,250,2770,2749,2179,2561
54,2504,137,1709,10,1911,2214,158,2782,1630,1737
55,1298,322,268,1548,3104,2651,2144,2077,1922,3395
56,2722,1809,2519,1739,706,3103,369,123,1039,1587
57,3105,700,994,1031,2062,1514,1967,96,575,2606
58,1694,1184,932,906,1896,1676,2657,253,1603,2906
59,1095,3030,1131,2040,2582,1473,3241,2609,3313,1528
60,1115,433,1202,1676,512,2562,2463,1197,1291,3
