1,2508,2269,1148,386,1305,1774,97,1538,2122,3231
2,3305,386,955,206,718,79,2859,1494,1630,2664
3,2431,2214,1597,174,1328,484,308,1710,2831,2624
4,3385,1949,1098,2444,3183,1940,1087,788,193,999
5,197,1318,890,1212,3273,1291,2165,3098,2738,2776
6,2563,1417,1688,2907,2861,2538,2977,2745,1809,2954
7,1286,1162,1038,1161,1493,204,3105,1819,2331,2214
8,943,2363,101,886,1649,1112,1073,133,2440,767
9,3124,493,3218,2124,1047,2091,320,3259,514,2904
10,657,574,3159,692,1870,561,1302,2398,1019,1061
11,2871,1285,1108,440,711,3105,2815,2849,1923,2646
12,747,2539,1920,3286,2362,696,2981,1569,725,1597
13,2300,1960,2750,3287,2412,1131,1353,2342,2598,960
14,264,1095,2834,90,267,1222,3226,784,1784,1325
15,1921,1295,2793,606,1175,2966,2931,1050,250,1513
16,670,969,1083,707,2053,2856,1055,584,2154,1205
17,1232,1164,988,1439,497,342,2541,1015,1345,1298
18,896,2982,286,1856,993,1313,3088,1577,2995,2723
19,1205,983,449,2712,961,2471,813,884,1623,2
20,439,136,2592,871,1665,1288,2317,2838,2849,1324
21,1651,1163,3237,2082,287,1,913,3192,2258,1488
22,1567,3211,792,1185,258,2090,2183,2666,2741,2876
23,3072,3364,1949,3175,3398,863,197,1590,2961,1474
24,3135,3097,717,1891,359,219,1756,681,184,3007
25,1127,854,748,2672,2817,15,706,3125,3060,724
26,1206,2080,1594,1316,3235,1836,1279,2523,14,2715
27,2142,2441,3036,2811,1816,1491,938,3099,1722,618
28,1581,3236,1886,2653,1153,179,3276,2214,2230,990
29,1641,1298,1808,2906,1102,2236,1818,1196,2988,142
30,1931,383,216,212,2362,513,2775,1090,2036,2247
31,1544,1334,2126,774,2534,1388,1349,3025,3199,805
32,1948,248,3257,949,352,309,2146,1694,2515,497
33,1320,3227,591,1840,504,615,1666,1633,301,2535
34,2502,2270,1374,3348,1627,3250,925,1369,1344,2192
35,1316,2554,1634,2820,3088,1189,629,632,2973,786
36,2642,484,3250,422,3022,1987,3040,2591,1830,2281
37,3222,2899,495,594,3132,2599,193,2533,2848,2347
38,803,2254,2041,833,2871,1574,1108,2629,623,1438
39,2412,3223,234,1641,2245,667,370,2075,1842,3173
40,1706,146,341,2582,1512,3074,2931,845,2338,1402
41,1436,5,1253,118,2605,521,1159,440,463,847
42,3161,2683,430,551,1205,235,2027,386,1675,3077
43,477,1396,61,2353,1568,2696,1657,3131,2958,741
44,1073,2632,9,23,1519,39,789,910,236,2995
45,2430,1903,2568,1190,345,874,3331,3198,1663,2331
46,343,2056,333,2193,1793,2815,291,3198,1639,3371
47,1755,495,3336,712,1173,1289,2779,55,1167,2920
