1,1586,1572,241,1036,1188,1956,440,2599,3236,2276
2,2530,3189,3110,1263,1834,1000,1817,1647,2274,1658
3,1983,1738,375,2333,907,663,13,3187,1306,1684
4,2877,229,2019,1756,1739,2181,10,2354,2688,1795
5,1406,3372,1458,1193,3053,93,2820,940,3208,308
6,75,2060,565,239,1422,2405,445,2904,887,2757
7,357,270,2439,2919,626,2049,520,3330,616,530
8,3080,2864,1165,2357,2405,933,1273,2491,2755,3165
9,1017,1993,2304,2970,3219,3115,2293,2289,727,3357
10,3379,1876,99,2386,514,2898,2656,3222,3219,3170
11,875,513,3258,2045,791,1027,962,3184,880,2493
12,1394,1023,2032,556,943,1085,837,2700,1644,3081
13,3141,1629,2755,1802,2339,1944,848,1734,2127,948
14,2794,1094,28,1429,2129,2956,2782,18,2703,1025
15,2916,1045,734,3020,1176,2710,1902,1273,3092,3207
16,944,813,3279,2969,2495,47,3387,2760,3117,685
17,1514,2074,2980,193,2515,1202,1427,58,84,2824
18,1225,3008,978,1279,1068,956,3034,1355,2215,2122
