1,1835,1618,1499,1718,2990,63,1731,2179,1488,865
2,437,832,1898,72,1977,2540,77,2783,2324,2491
3,1509,3361,754,1381,186,588,2203,1182,2673,2799
4,1638,1684,2090,472,2325,707,1826,1686,685,1721
5,1121,1715,1714,2480,3296,829,2795,1696,1375,3329
6,2501,1806,1577,2712,1711,1478,461,1000,280,254
7,3060,3350,3367,1279,274,1306,648,2620,723,1420
8,2774,1497,3029,3125,3130,520,200,2387,2956,454
9,2936,2855,1832,1452,2602,2242,844,722,474,1560
10,2207,750,3083,1545,1019,1706,1338,1870,2459,2204
11,158,2559,1373,987,1252,3323,2342,842,2579,135
12,2146,2984,1660,2514,3245,1649,335,1666,2219,966
13,2310,832,1962,3050,1013,1694,1058,1215,2321,952
14,502,3377,2011,399,3364,152,2225,2765,1502,1785
15,713,1116,524,1422,634,2309,3015,34,1368,2986
16,3028,3137,2167,1588,1916,2595,2649,648,1867,929
17,2009,3338,2824,1819,2896,1920,2327,3083,3231,1194
18,566,2194,1629,1283,200,2141,290,1198,392,3244
19,532,2552,2596,724,2178,3258,944,957,2943,595
20,2364,1084,2855,3224,1587,628,3382,1555,2826,753
21,1374,3268,1953,438,725,2549,1930,3068,2339,1952
22,481,3262,2988,2297,1008,2394,1547,952,1503,2739
23,456,2811,432,1096,2830,803,197,1065,284,2699
24,2641,426,1556,400,2138,20,372,1527,368,3106
25,1448,3237,388,2839,2361,2634,3300,2776,106,386
26,2871,816,2753,2526,1830,1283,949,1346,2912,3041
27,3209,2058,1850,970,143,778,1741,1880,607,234
28,1836,42,3011,2625,1719,380,1003,2399,3233,1676
29,217,1966,587,2518,1987,494,3279,3160,2569,884
30,2466,84,1814,256,566,1574,2428,3032,296,880
31,2732,1023,1141,960,3093,1515,842,63,1695,796
32,1448,2966,1112,2524,809,817,1897,150,2420,1101
