1,3066,2572,54,3130,881,1110,1015,2012,2210,906
2,3189,3143,2491,2927,2845,986,977,347,2976,1732
3,2625,83,3212,61,1056,2828,2092,3172,29,349
4,456,627,796,2420,2066,945,1038,2857,1186,482
5,1505,464,1687,1834,3215,2986,1856,3010,2557,401
6,300,1345,3259,1883,2916,3082,2280,728,713,933
7,2338,1081,444,2870,2576,1781,1871,151,2311,3130
8,1861,713,1859,2250,1991,3283,758,2238,2466,1173
9,2502,1477,2771,1345,1151,3047,1366,502,0,1732
10,852,3040,818,1382,2674,1675,106,282,2216,1567
11,3103,2462,1383,2940,166,1270,803,2511,2843,2234
12,2671,3014,627,854,765,2507,2833,301,588,3025
13,3100,454,1323,323,2462,2901,2179,2780,1930,2868
